Name,Address,City,State,Years_of_Operation,Latitude,Longitude
"Brookside Service","","Edina","MN","&lt;--1958-1962--&gt;",44.91049,-93.34867
"Halvorson Bros.","","Elbow Lake","MN","&lt;--1945",45.9935,-95.97671
"Huseth & Waye","","Elbow Lake","MN","&lt;--1948--&gt;",45.9935,-95.97671
"Walwick & Ellingson","","Elbow Lake","MN","&lt;--1953-1963",45.9935,-95.97671
"Aamot & Ellingson","","Elbow Lake","MN","1963--&gt;",45.9935,-95.97671
"E. H. Beck","","Elgin","MN","&lt;--1948--&gt;",44.13046,-92.25359
"E. H. Beck & Son","","Elgin","MN","&lt;--1958-1974--&gt;",44.13046,-92.25359
"Beck Implement, Inc.","50 Center Street South","Elgin","MN","&lt;--1978-1984--&gt;",44.12916,-92.25363
"Elk River Implements","","Elk River","MN","&lt;--1940--&gt;",45.30778,-93.57741
"Elk River Implement Company","","Elk River","MN","&lt;--1948-1962--&gt;",45.30778,-93.57741
"Herlyn Sales","","Elk River","MN","&lt;--1964--&gt;",45.30778,-93.57741
"Custom Motor & Truck Sales","","Elk River","MN","&lt;--1967-1977--&gt;",45.30778,-93.57741
"Olson Implement Company","","Ellendale","MN","&lt;--1948-1958--&gt;",43.86993,-93.29911
"Wm. Bofenkamp Hardware & Implement Company","","Ellsworth","MN","&lt;--1948--&gt;",43.51728,-96.01821
"Domeyer & Gisolf Implement","","Ellsworth","MN","&lt;--1962-1969--&gt;",43.51728,-96.01821
"Domeyer & Gisolf, Inc.","Highway 91; Main Street","Ellsworth","MN","&lt;--1978-1980--&gt;",43.52116,-96.01817
"S. B. Jensvold Company","","Elmore","MN","&lt;--1958--&gt;",43.50473,-94.0881
"E. J. Butler Company","","Elmore","MN","&lt;--1962-1969--&gt;",43.50473,-94.0881
"Baxtrum Garage","","Ely","MN","&lt;--1948--&gt;",47.90315,-91.85648
"Diesel Power Equipment","","Ely","MN","&lt;--1958--&gt;",47.90315,-91.85648
"Mike Motors","","Ely","MN","&lt;--1962-1969--&gt;",47.90315,-91.85648
"Axel Lamppa","","Embarrass","MN","&lt;--1948--&gt;",47.66131,-92.24037
"M. A. Halling","","Eureka Center","MN","&lt;--1945",45.73714,-94.95195
"Elysian Auto Company","","Elysian","MN","&lt;--1958--&gt;",44.19973,-93.6767
"Evan Implement Company","","Evan","MN","&lt;--1948-1958--&gt;",44.35502,-94.83581
"Ostlund Hardware & Implement","","Evansville","MN","&lt;--1948--&gt;",46.00666,-95.68932
"Flom Motor Service (Inc.)","501 Fayal Road","Eveleth","MN","&lt;--1948-1974--&gt;",47.46058,-92.53709
"Tom Williams Motor & Equipment, Inc.","410 Fayal Road; 501 Fayal Road","Eveleth","MN","&lt;--1976-1980--&gt;",47.46028,-92.53916
"Mason Motor Company","","Excelsior","MN","&lt;--1958-1973--&gt;",44.90353,-93.56626
"E. H. Beck","","Eyota","MN","",43.98752,-92.22952
"Reuben Sell","","Fairfax","MN","&lt;--1946",44.52901,-94.72077
"George Nelson Equipment Company","Lincoln Avenue West","Fairfax","MN","&lt;--1948-1969--&gt;",44.52898,-94.72821
"Fairfax Cooperative Creamery Company","Highway 4","Fairfax","MN","&lt;--1978-1984--&gt;",44.48033,-94.71525
"J. H. Gorman Implement Company","","Fairmont","MN","1902-1922--&gt;",43.65213,-94.46091
"A .H. Welchlin","","Fairmont","MN","&lt;--1916--&gt;",43.65213,-94.46091
"Martin Meier","","Fairmont","MN","&lt;--1937--&gt;",43.65213,-94.46091
"Meier Implement Company","","Fairmont","MN","&lt;--1944",43.65213,-94.46091
"Schmanski Implement Company","","Fairmont","MN","&lt;--1948",43.65213,-94.46091
"Hodgman Equipment Company (Inc.)","","Fairmont","MN","&lt;--1948-1958--&gt;",43.65213,-94.46091
"International Town & Country Equipment Company","","Fairmont","MN","&lt;--1962-1969--&gt;",43.65213,-94.46091
"Martin County Implement Company","Highway 16 West","Fairmont","MN","&lt;--1966--&gt;",43.60143,-94.46632
"International Harvester Company","Highway 16 West","Fairmont","MN","&lt;--1973-1976--&gt;",43.60143,-94.46632
"Braeger International, Inc.","2320 West Lake Avenue","Fairmont","MN","&lt;--1978-1984--&gt;",43.6593,-94.48314
"Fairmont Equipment Company","2320 West Lake Avenue","Fairmont","MN","&lt;--1985--&gt;",43.6593,-94.48314
"Welchlin & Rahn","","Fairmont","MN","",43.65213,-94.46091
"H. C. Heine & Son","","Faribault","MN","&lt;--1921--&gt;",44.29476,-93.26845
"Farm Equipment Store","","Farmington","MN","&lt;--1948-1964--&gt;",44.64038,-93.1452
"Fischer Oldsmobile","","Farmington","MN","&lt;--1967-1969--&gt;",44.64038,-93.1452
"Joe Graeve Motors","201 Spruce Street","Farmington","MN","&lt;--1973-1976--&gt;",44.63833,-93.14628
"Farm Service Association of Farmington","310 3rd Street","Farmington","MN","&lt;--1978--&gt;",44.63997,-93.14569
"Fischer Brothers","","Farmington","MN","",44.64038,-93.1452
"Harry Swanson","","Felton","MN","&lt;--1945",47.0785,-96.50042
"O. Bertelsen & Company","","Fergus Falls","MN","&lt;--1914--&gt;",46.27832,-96.07424
"Mahler & Straus","","Fergus Falls","MN","&lt;--1946-1948--&gt;",46.27832,-96.07424
"McCormick Farm Equipment Store","Highway 210 West","Fergus Falls","MN","&lt;--1958-1962--&gt;",46.2908,-96.13944
"International Harvester Sales & Service","Highway 210 West","Fergus Falls","MN","&lt;--1964-1974--&gt;",46.2908,-96.13944
"Helle International, Inc.","Highway 210 West","Fergus Falls","MN","&lt;--1976-1979--&gt;",46.2908,-96.13944
"Fergus Falls International, Inc.","1010 Frontier Drive","Fergus Falls","MN","&lt;--1984-1990--&gt;",46.29379,-96.1208
"Kinne's, Inc.","","Fergus Falls","MN","",46.27832,-96.07424
"A. O. & Solon Gullickson","","Fertile","MN","&lt;--1932-1945--&gt;",47.52884,-96.28072
"Solon Gullickson","300 Mill Street","Fertile","MN","&lt;--1946-1984--&gt;",47.53139,-96.28054
"Schoenmann's Garage","","Finlayson","MN","&lt;--1944-1949--&gt;",46.20301,-92.91592
"Hendrickson Motor Service","","Finlayson","MN","&lt;--1962-1964--&gt;",46.20301,-92.91592
"Gran Implement Company","","Floodwood","MN","&lt;--1944",46.92698,-92.9131
"S. A. Simonson","","Floodwood","MN","&lt;--1948--&gt;",46.92698,-92.9131
"Stephen's Body Shop","","Floodwood","MN","&lt;--1958--&gt;",46.92698,-92.9131
"A & A Service","","Floodwood","MN","&lt;--1962--&gt;",46.92698,-92.9131
"Farm Service Company","","Foley","MN","&lt;--1946",45.66481,-93.9099
"Schmidt & Watland Implement Company","","Foley","MN","&lt;--1948--&gt;",45.66481,-93.9099
"Schmidt Implement Company","","Foley","MN","&lt;--1958--&gt;",45.66481,-93.9099
"Wrucks Conoco Oil","","Foley","MN","&lt;--1962-1964--&gt;",45.66481,-93.9099
"Berggrens Machine Shop","","Forest Lake","MN","&lt;--1948",45.27466,-92.98877
"Lynch Implement & Motors","","Forest Lake","MN","&lt;--1948--&gt;",45.27466,-92.98877
"Hovey Equipment Company","","Forest Lake","MN","&lt;--1958--&gt;",45.27466,-92.98877
"Forest Lake Motors (Inc.)","","Forest Lake","MN","&lt;--1962-1974--&gt;",45.27466,-92.98877
"Jack Lynch","","Forreston","MN","&lt;--1920--&gt;",45.7344,-93.71128
"Siguard Lade","","Fosston","MN","&lt;--1915--&gt;",47.57612,-95.75177
"J. E. Glover Implement Company","","Fosston","MN","&lt;--1945-1947--&gt;",47.57612,-95.75177
"Charles Reitmeier","","Fosston","MN","&lt;--1962-1964--&gt;",47.57612,-95.75177
"Kenny's Repair","","Fosston","MN","&lt;--1967-1969--&gt;",47.57612,-95.75177
"Frazee Implement Company","","Frazee","MN","&lt;--1914--&gt;",46.72697,-95.69934
"Daggett Implement Company","Old Highway 10","Frazee","MN","&lt;--1933-1990--&gt;",46.66465,-95.79932
"Freeport Farmers Company","","Freeport","MN","&lt;--1920--&gt;",45.66516,-94.68891
"Humbert Implement Company","","Freeport","MN","&lt;--1948-1984--&gt;",45.66516,-94.68891
"C. W. Mandelin","","French River","MN","&lt;--1948--&gt;",46.97332,-91.99505
"Jensvold Implement Company","","Frost","MN","&lt;--1940-1946--&gt;",43.58573,-93.92531
"Jensvold, Inc.","","Frost","MN","&lt;--1948-1949--&gt;",43.58573,-93.92531
"Frost Sales & Service","","Frost","MN","&lt;--1955-1958--&gt;",43.58573,-93.92531
"M. J. Dickson & Company","","Fulda","MN","&lt;--1925-1948--&gt;",43.86972,-95.59585
"Roti-Lien","","Fulda","MN","&lt;--1958--&gt;",43.86972,-95.59585
"Roti Implement Company","","Fulda","MN","&lt;--1962--&gt;",43.86972,-95.59585
"T. G. Crane","","Garden City","MN","&lt;--1948--&gt;",44.04732,-94.17214
"Eeg Implement Company","","Gary","MN","&lt;--1948--&gt;",47.36932,-96.26758
"Airhart Implement","","Gary","MN","&lt;--1958--&gt;",47.36932,-96.26758
"Ansel Peterson","","Gaylord","MN","&lt;--1940--&gt;",44.55307,-94.22065
"Curran Equipment Company","","Gaylord","MN","&lt;--1946",44.55307,-94.22065
"Nesvig Equipment Company","8th Street & Frontage Road","Gaylord","MN","&lt;--1948-1984--&gt;",44.73843,-92.89411
"Gibbon Farmers' Cooperative Elevator Company","","Gibbon","MN","&lt;--1927--&gt;",44.53562,-94.52526
"H. C. Stresemann Hardware Company","","Gibbon","MN","&lt;--1937--&gt;",44.53562,-94.52526
"Stresemann Hardware","","Gibbon","MN","&lt;--1945",44.53562,-94.52526
"Zachman Equipment Company","","Gibbon","MN","&lt;--1948-1972--&gt;",44.53562,-94.52526
"Durken Implement Company","","Glencoe","MN","&lt;--1948--&gt;",44.76906,-94.15171
"Johnson Motor Company (Inc.)","401 West 10th Street","Glencoe","MN","&lt;--1958-1990--&gt;",44.77503,-94.16128
"Wacker Implement, Inc.","Highway 212","Glencoe","MN","&lt;--1978-1984--&gt;",44.75846,-94.16325
"Haukos Brothers","","Glencoe","MN","",44.76906,-94.15171
"Glenville Implement Company","","Glenville","MN","&lt;--1947",43.57349,-93.27543
"Hustad Implement","","Glenwood","MN","&lt;--1948--&gt;",45.65024,-95.39005
"Rybak Motor Company","","Glenwood","MN","&lt;--1958--&gt;",45.65024,-95.39005
"Grant Hustad Company","Highways 28 & 29","Glenwood","MN","&lt;--1962-1984--&gt;",45.65029,-95.39012
"Alsop Company","","Glyndon","MN","&lt;--1945",46.87326,-96.57878
"Otto Wickstrom","","Golden Valley","MN","&lt;--1948--&gt;",44.98558,-93.38028
"Jim Lupient Olds","7100 Wayzata Blvd.","Golden Valley","MN","&lt;--1976--&gt;",44.97234,-93.37239
"C. M. Bjorkquist (Company)","","Gonvick","MN","&lt;--1922--&gt;",47.73898,-95.5105
"Randall Implement Company","","Gonvick","MN","&lt;--1948--&gt;",47.73898,-95.5105
"Bagne Oil Company","","Gonvick","MN","&lt;--1964-1969--&gt;",47.73898,-95.5105
"Jim Lupient Olds","7100 Wayzata Blvd.","Golden Valley","MN","&lt;--1974-1976--&gt;",44.97234,-93.37239
"A. H. Petrowske Implements","","Good Thunder","MN","&lt;--1948-1958--&gt;",44.00481,-94.06743
"J. M. O'Reilly","","Goodhue","MN","&lt;--1927--&gt;",44.40028,-92.62663
"Tomfohr Implement Company (Inc.)","","Goodhue","MN","&lt;--1948--&gt;",44.40028,-92.62663
"W. J. Lang","","Graceville","MN","&lt;--1922-1925--&gt;",45.571,-96.43725
"A. P. Hustad","","Graceville","MN","&lt;--1945",45.571,-96.43725
"Tintera Implement Company","","Graceville","MN","&lt;--1948--&gt;",45.571,-96.43725
"Chalupnik-Hoffman (Implement)","","Graceville","MN","&lt;--1957-1967",45.571,-96.43725
"Hoffman Implement Company Inc.","","Graceville","MN","1967-1984--&gt;",45.571,-96.43725
"Andrew Shold","","Grand Marais","MN","&lt;--1948--&gt;",47.7502,-90.33562
"Shold & Lovaas Service","Highway 61","Grand Marais","MN","&lt;--1958-1980--&gt;",47.75156,-90.3321
"Grand Meadow Implement Company","","Grand Meadow","MN","&lt;--1948--&gt;",43.70577,-92.56969
"Hein Implement Company","","Grand Rapids","MN","&lt;--1948--&gt;",47.2314,-93.52687
"Marohn Motor Company","","Grand Rapids","MN","&lt;--1958--&gt;",47.2314,-93.52687
"Northern Motors of Grand Rapids, Inc.","","Grand Rapids","MN","&lt;--1962-1964--&gt;",47.2314,-93.52687
"Mornes International, Inc.","","Grand Rapids","MN","1967-1971--&gt;",47.2314,-93.52687
"Itasca Truck Service Company","717 4th Street NE","Grand Rapids","MN","&lt;--1973-1974--&gt;",47.23642,-93.51651
"Highway Motors","","Granite Falls","MN","&lt;--1958-1969--&gt;",44.81121,-95.53788
"Rundquist & Elliott","","Grasston","MN","&lt;--1913--&gt;",45.79479,-93.14871
"Satterstrom & Samuelson","","Grasston","MN","&lt;--1948--&gt;",45.79479,-93.14871
"H. W. Prosser","","Greenbush","MN","&lt;--1948-1962--&gt;",48.70274,-96.18473
"Braun's Motor Service","","Greenbush","MN","&lt;--1967-1969--&gt;",48.70274,-96.18473
"Greenwald Farmers Co-op Company","","Greenwald","MN","&lt;--1948--&gt;",45.60289,-94.8571
"Welle Implement, Inc.","21 4th Street","Greenwald","MN","&lt;--1978-1984--&gt;",45.6012,-94.86179
"J. J. Smith","","Grey Eagle","MN","",45.82456,-94.74686
"Holm Brothers","","Grove City","MN","&lt;--1948--&gt;",45.14605,-94.67984
"Donald Peterson Motors","","Grove City","MN","&lt;--1958-1969--&gt;",45.14605,-94.67984
"John Viken","","Grygla","MN","&lt;--1948--&gt;",48.2991,-95.62223
"L. H. Aos","","Gully","MN","&lt;--1948--&gt;",47.76926,-95.62295
"Nelson Implement Company","","Hallock","MN","&lt;--1936-1939",48.77544,-96.94699
"Nelson-Booker Implement Company","","Hallock","MN","1940-1942",48.77544,-96.94699
"Nelson Implement Company","","Hallock","MN","1943-1949--&gt;",48.77544,-96.94699
"Dappen & Quade","","Hallock","MN","&lt;--1952--&gt;",48.77544,-96.94699
"E. F. Quade","","Hallock","MN","&lt;--1958-1965--&gt;",48.77544,-96.94699
"Quade Implement Company","800 North Douglas Avenue","Hallock","MN","&lt;--1967-1973--&gt;",48.78394,-96.94872
"Betlach, Inc.","Highway 75","Hallock","MN","&lt;--1974-1980--&gt;",48.77472,-96.94651
"Morrison Equipment, Inc.","Atlantic Avenue","Hallock","MN","&lt;--1984--&gt;",48.77964,-96.94985
"Julius (Juel) Furuseth","","Halstad","MN","&lt;--1940-1948--&gt;",47.35076,-96.82489
"Wiese Equipment Company","","Halstad","MN","&lt;--1958--&gt;",47.35076,-96.82489
"McLaughlin Sales & Service","","Halstad","MN","&lt;--1962-1969--&gt;",47.35076,-96.82489
"Johnson & Olson Implement Company","","Hancock","MN","&lt;--1945",45.49722,-95.79625
"Mikkelson Implement","","Hancock","MN","&lt;--1948--&gt;",45.49722,-95.79625
"Mikkelson Motor & Implement","","Hancock","MN","&lt;--1958-1962--&gt;",45.49722,-95.79625
"Ing Johnson","","Hanley Falls","MN","&lt;--1911-1913--&gt;",44.69254,-95.62018
"Jesse Markeson","","Hanska","MN","",44.1488,-94.49429
"H. C. Peterson","","Hardwick","MN","&lt;--1946",43.7757,-96.1995
"Todd Implement Company","","Harmony","MN","&lt;--1948--&gt;",43.55535,-92.01005
"Harmony Implement Company","","Harmony","MN","&lt;--1958--&gt;",43.55535,-92.01005
"Harmony Truck Service","45 East Center Street","Harmony","MN","&lt;--1962-1977--&gt;",43.55442,-92.00998
"P & H Implement Company","30 Main Avenue S","Harmony","MN","&lt;--1978-1984--&gt;",43.55405,-92.00962
"Todd Bros.","","Harmony","MN","",43.55535,-92.01005
"Juntti Bros.","","Harney","MN","&lt;--1948--&gt;",46.72174,-92.33374
"Arnold's Garage","","Hartland","MN","&lt;--1958-1969--&gt;",43.8048,-93.48492
"Bahls Implement & Motor Company","101 Vermillion Street; 1017 Vermillion Street","Hastings","MN","&lt;--1948-1985--&gt;",44.7359,-92.85184
"Thysell Brothers (Inc.)","520 Main Street","Hawley","MN","&lt;--1948-1993",46.88099,-96.31655
"Brewer Munson Company","","Hayfield","MN","&lt;--1948--&gt;",43.89236,-92.84674
"Munson Implement Company","","Hayfield","MN","&lt;--1958--&gt;",43.89236,-92.84674
"Ole Esse & Son","","Hayward","MN","&lt;--1946",43.64801,-93.24572
"Ralph Braithwait","","Hector","MN","&lt;--1913--&gt;",44.744,-94.7152
"Leo Rick","","Hector","MN","&lt;--1945",44.744,-94.7152
"Butler & Larson","","Hector","MN","&lt;--1946",44.744,-94.7152
"Butler & Hendrickson, Inc.","","Hector","MN","&lt;--1948--&gt;",44.744,-94.7152
"Standard Motors","","Hector","MN","&lt;--1958-1976--&gt;",44.744,-94.7152
"Standard Truck & Equipment Company","","Hector","MN","&lt;--1977-1979--&gt;",44.744,-94.7152
"Hector Implement Company (Inc.)","","Hector","MN","&lt;--1968-1984--&gt;",44.744,-94.7152
"Steckman Bros.","","Henderson","MN","&lt;--1948-1969--&gt;",44.52938,-93.90868
"E. C. Johnson / Dorn, Johnson & Moe, Inc.","","Hendricks","MN","1913-1943",44.50714,-96.42431
"Ray Thomsen","","Hendricks","MN","1943--&gt;",44.50714,-96.42431
"Thomsen Implement Company","","Hendricks","MN","&lt;--1948-1969--&gt;",44.50714,-96.42431
"Ray Thomsen Implement, Inc.","Main Street","Hendricks","MN","&lt;--1973-1978",44.5061,-96.42574
"E. B. Brogard","","Henning","MN","&lt;--1945",46.32702,-95.44848
"Nelson Implement Company","","Henning","MN","&lt;--1947",46.32702,-95.44848
"Smith & Ferweda","","Henning","MN","&lt;--1948--&gt;",46.32702,-95.44848
"Wichterman Implement","","Henning","MN","&lt;--1953--&gt;",46.32702,-95.44848
"Thelen Implement","","Henning","MN","&lt;--1958--&gt;",46.32702,-95.44848
"Hawbaker Implements","","Herman","MN","&lt;--1948--&gt;",45.8098,-96.14052
"Pederson Implement / Pederson's Agri-Service, Inc.","101 3rd Street E; 501 Pacific Avenue N","Herman","MN","1958-2017--&gt;",45.80628,-96.14324
"Mesaba Motors, Inc.","","Hibbing","MN","&lt;--1948--&gt;",47.42751,-92.93652
"Rosholt Equipment Company","2716 1st Avenue","Hibbing","MN","&lt;--1954--&gt;",47.41851,-92.94127
"Furlong & McHardy Motor Sales (Inc.)","","Hibbing","MN","&lt;--1958-1962--&gt;",47.42751,-92.93652
"Cliff Rue Motor Sales","","Hibbing","MN","&lt;--1967-1969--&gt;",47.42751,-92.93652
"Phillippi Equipment Company","","Hibbing","MN","",47.42751,-92.93652
"J. B. Myhr","","Hill City","MN","",46.99221,-93.59842
"Herreid Implement","","Hills","MN","&lt;--1941-1942--&gt;",43.52931,-96.35755
"Sjolseth Implement Company","","Hills","MN","&lt;--1945-1950--&gt;",43.52931,-96.35755
"Dehler Implement Company","","Hinckley","MN","&lt;--1945",46.0178,-92.9425
"Williams Implement Company","","Hinckley","MN","&lt;--1948-1958--&gt;",46.0178,-92.9425
"Libra Implement Company","","Hinckley","MN","&lt;--1962--&gt;",46.0178,-92.9425
"Pruissen Truck & Implement Company","","Hinckley","MN","&lt;--1967-1969--&gt;",46.0178,-92.9425
"Pruissen Equipment Company","","Hinckley","MN","&lt;--1972-1984--&gt;",46.0178,-92.9425
"M. J. Solum","","Hitterdal","MN","&lt;--1948--&gt;",46.97737,-96.25799
"Sletten Implement Company","","Hoffman","MN","&lt;--1948-1958--&gt;",45.8324,-95.78957
"Olson Equipment","","Hoffman","MN","&lt;--1965--&gt;",45.8324,-95.78957
"Hokah Hardware Company","","Hokah","MN","&lt;--1927-1948--&gt;",43.7594,-91.34653
"Hokah Implement Company","","Hokah","MN","&lt;--1960-1961--&gt;",43.7594,-91.34653
"Jos. H. Philipsek","","Holdingford","MN","&lt;--1945",45.73228,-94.47211
"Holdingford Implement Company","","Holdingford","MN","&lt;--1948--&gt;",45.73228,-94.47211
"Kremer-Soltis","","Holdingford","MN","&lt;--1958--&gt;",45.73228,-94.47211
"Richard Verthein","","Holland","MN","&lt;--1946",44.09117,-96.18452
"W. H. Pfeiffer","","Holloway","MN","&lt;--1926--&gt;",45.25112,-95.91254
"Bren Hardware Company","714 Excelsior Avenue","Hopkins","MN","&lt;--1948--&gt;",44.92446,-93.40997
"Tracy Bros.","","Houston","MN","&lt;--1939--&gt;",43.76112,-91.56876
"Tracy Implement Company","","Houston","MN","&lt;--1948--&gt;",43.76112,-91.56876
"Loerch Implement Company","","Houston","MN","&lt;--1958-1973--&gt;",43.76112,-91.56876
"Strache Brothers","","Howard Lake","MN","&lt;--1927-1928--&gt;",45.06073,-94.07375
"Moorhead Implements ","","Howard Lake","MN","&lt;--1948-1958--&gt;",45.06073,-94.07375
"Koenig Hardware Company","","Howard Lake","MN","",45.06073,-94.07375
"Humboldt Lumber & Machine Company","","Humboldt","MN","&lt;--1945",48.9215,-97.09557
"A. E. Anderson","","Huntley","MN","&lt;--1948--&gt;",43.73894,-94.23262
"W. W. Sivright","","Hutchinson","MN","&lt;--1909--&gt;",44.89231,-94.36926
"Thompson Brothers","","Hutchinson","MN","&lt;--1914--&gt;",44.89231,-94.36926
"Langfitt & Company","","Hutchinson","MN","&lt;--1926--&gt;",44.89231,-94.36926
"Ramberg Implement Company","","Hutchinson","MN","&lt;--1944",44.89231,-94.36926
"Larson Farm Equipment","","Hutchinson","MN","&lt;--1948--&gt;",44.89231,-94.36926
"Beises, Inc.","","Hutchinson","MN","&lt;--1962-1964--&gt;",44.89231,-94.36926
"Hutch Equipment, Inc.","Highway 7 East","Hutchinson","MN","&lt;--1967-1980--&gt;",44.89525,-94.3612
"Dahlmeier Bros.","","Ihlen","MN","",43.90831,-96.37037
"Thompson & Doyle","","International Falls","MN","&lt;--1947",48.60095,-93.41581
"Thomson & Kendall, Inc.","","International Falls","MN","&lt;--1958--&gt;",48.60095,-93.41581
"Wherley Motor Sales","","International Falls","MN","&lt;--1962-1969--&gt;",48.60095,-93.41581
"Northern Lumber Company","12th Street & Highway 53","International Falls","MN","",48.59391,-93.40375
"Priebe Motor Company","","Inner Grove Heights","MN","&lt;--1967-1969--&gt;",44.83346,-93.05486
"Suburban Tractor Sales","Babcock Trail & Upper 55th Street E","Inner Grove Heights","MN","",44.86709,-93.06621
"Jas. Koob","","Iona","MN","&lt;--1912--&gt;",43.91433,-95.7841
"Iona Implement Company","","Iona","MN","&lt;--1947",43.91433,-95.7841
"Steinke Garage","","Ironton","MN","&lt;--1962-1973--&gt;",46.47754,-93.97763
"Mille Lacs Service Garage (Inc.)","","Isle","MN","&lt;--1958-1969--&gt;",46.13803,-93.46823
"Harry Cherp Implement Company","","Ivanhoe","MN","&lt;--1948--&gt;",44.46024,-96.24732
"Leibfried Implement Company","","Ivanhoe","MN","",44.46024,-96.24732
"A. J. Watland Company","Highway 71 North","Jackson","MN","&lt;--1948-1984--&gt;",43.61911,-94.98856
"Konieski Bros.","","Janesville","MN","&lt;--1947-1948--&gt;",44.11624,-93.70758
"Arnold Implement Company","","Janesville","MN","&lt;--1957--&gt;",44.11624,-93.70758
"Arnold Implement Company","","Janesville","MN","&lt;--1971--&gt;",44.11624,-93.70758
"Arnold Implement, Inc.","414 South Main Street","Janesville","MN","&lt;--1978-1984--&gt;",44.11226,-93.70894
"Jasper Implement Company","","Jasper","MN","&lt;--1948-1958--&gt;",43.84986,-96.40036
"A. E. Sykora","","Jeffers","MN","&lt;--1948-1984--&gt;",44.05601,-95.19515
"Max Winters","","Johnson","MN","&lt;--1948--&gt;",45.57292,-96.29429
"Fred Habegger","","Jordan","MN","&lt;--1915--&gt;",44.66731,-93.62607
"J. J. Stang","","Jordan","MN","&lt;--1948--&gt;",44.66731,-93.62607
"R. M. Jones","","Judson","MN","&lt;--1946",44.19594,-94.19534
"Holm Brothers","","Kandiyohi","MN","&lt;--1948--&gt;",45.13152,-94.93073
"C. L. Spangrud","","Karlstad","MN","&lt;--1944",48.57901,-96.51416
"Bruce Halldorson","","Karlstad","MN","&lt;--1948--&gt;",48.57901,-96.51416
"Karlstad Auto Parts","","Karlstad","MN","&lt;--1967-1974--&gt;",48.57901,-96.51416
"KAPCO Truck Equipment (Inc.)","Highway 11 West","Karlstad","MN","&lt;--1976-1977--&gt;",48.57675,-96.52509
"D. W. Brewer","","Kasson","MN","&lt;--1915-1930--&gt;",44.02769,-92.75208
"Brewer Implement (Company)","105 Mantorville Avenue S","Kasson","MN","&lt;--1948-1967--&gt;",44.02842,-92.74888
"Bishop & Wachholz Implement Inc.","105 Mantorville Avenue S; 601 8th Street SE","Kasson","MN","&lt;--1969-1984--&gt;",44.02096,-92.74823
"Skoe Implement Company","Highway 72","Kelliher","MN","&lt;--1958-1984--&gt;",48.04528,-94.46737
"Kellogg Implement Company","","Kellogg","MN","&lt;--1946",44.30747,-91.99943
"A. H. Kullander","","Kensington","MN","&lt;--1945",45.77792,-95.69625
"Skoglund Implement Company","","Kensington","MN","&lt;--1948-1950--&gt;",45.77792,-95.69625
"Skoglund & Anderson","","Kensington","MN","&lt;--1962-1969--&gt;",45.77792,-95.69625
"Kenyon Farmers' Mercantile & Elevator Company","Highway 56 North","Kenyon","MN","&lt;--1942-1984--&gt;",44.27505,-92.98535
"Johnson Machine Company","Atlantic Avenue","Kerkhoven","MN","&lt;--1948--&gt;",45.19972,-95.33858
"Williams Implement Company","","Kerkhoven","MN","&lt;--1955--&gt;",45.19043,-95.31497
"Kiester Implement Company Inc.","","Kiester","MN","&lt;--1948-1984--&gt;",43.53701,-93.71092
"Dingmann Hardware","","Kimball","MN","&lt;--1948--&gt;",45.31565,-94.29924
"Jesse Markeson","","La Salle","MN","&lt;--1936-1956--&gt;",44.07137,-94.57084
"C. F. Bergquist & Company","","Lafayette","MN","&lt;--1930-1948--&gt;",44.44765,-94.39278
"Floyd W. Monahan ","","Lake Benton","MN","&lt;--1948-1958--&gt;",44.26573,-96.28878
"Bronson Motors","","Lake Bronson","MN","&lt;--1948--&gt;",48.73204,-96.6632
"McKenzie Implement Company","","Lake City","MN","&lt;--1948-1958--&gt;",44.44694,-92.27949
"McKenzie Company","211 East Lyon Avenue","Lake City","MN","&lt;--1962-1973--&gt;",44.45043,-92.26603
"Kamas Implement (Company)","","Lake Crystal","MN","&lt;--1958-1964--&gt;",44.10139,-94.21854
"E. A. Lindeman","","Lake Elmo","MN","&lt;--1915--&gt;",45.00094,-92.88011
"Leo Schneider","","Lake Elmo","MN","&lt;--1928--&gt;",45.00094,-92.88011
"M. J. Brookman","","Lake Elmo","MN","&lt;--1948--&gt;",45.00094,-92.88011
"Brookman's","","Lake Elmo","MN","&lt;--1958--&gt;",45.00094,-92.88011
"Brookman Motor Sales","11144 Stillwater Avenue N","Lake Elmo","MN","&lt;--1962-1976--&gt;",45.00068,-92.88314
"Nordin Implements (Inc.)","","Lake Lillian","MN","&lt;--1948--&gt;",44.95163,-94.88014
"Wohnoutka Implement","","Lake Lillian","MN","",44.95163,-94.88014
"Helgeson Motor Company","","Lake Mills","MN","",46.46343,-92.75212
"Hanson & Nannestad","","Lake Park","MN","&lt;--1944",46.88341,-96.09512
"Friese Implement (Company)","","Lake Park","MN","&lt;--1948-1964--&gt;",46.88341,-96.09512
"Watland Implement Company","","Lakefield","MN","&lt;--1948-1955--&gt;",43.68182,-95.17461
"Lakeville Implement Company","","Lakeville","MN","&lt;--1948--&gt;",44.65599,-93.24275
"Theo. Waibel","","Lamberton","MN","&lt;--1920--&gt;",44.23309,-95.2647
"Bellig & Johnson, Inc.","","Lamberton","MN","&lt;--1948-1964--&gt;",44.23309,-95.2647
"W-M Company, Inc.","209 1st Avenue East","Lamberton","MN","&lt;--1978-1980--&gt;",44.23253,-95.26264
"Farmers Hardware Company","","Lancaster","MN","&lt;--1947",48.85639,-96.80396
